Shoes		
ID	Name	Description
1072211	Blue Rivers Boots	
1072212	Dark Rivers Boots	
1072213	Green Katina Boots	
1072214	Blue Katina Boots	
1072215	Red Katina Boots	
1072216	Dark Katina Boots	
1072217	Beige Golashes	
1072218	Sky Blue Golashes	
1072219	Pink Golashes	
1072220	Green Crescent Boots	
1072221	Blue Crescent Boots	
1072222	Dark Crescent Boots	
1072223	Green Varr Shoes	
1072224	Blue Varr Shoes	
1072225	Red Varr Shoes	
1072226	Dark Varr Shoes	
1072227	Red Arnah Shoes	
1072228	Blue Arnah Shoes	
1072229	Green Arnah Shoes	
1072230	Black Boxing Shoes	
1072231	Blue Boxing Shoes	
1072232	Red Boxing Shoes	
1072233	Bear Shoes	
1072234	Bubbling Slippers	
1072235	Slime Slippers	
1072236	Guan Yu Shoes	
1072237	Zhu-Ge-Liang Shoes	
1072238	Violet Snowshoes	Put this on, and you won't be slipping around regardless of snow or ice.
1072239	Yellow Snowshoes	Put this on, and you won't be slipping around regardless of snow or ice.
1072240	Big Rabbit Feet	
1072241	Liu Bei Shoes	
1072242	Cao Cao Shoes	
1072243	Sun Quan Shoes	
1072244	Red Enamel Shoes	
1072245	Blue Enamel Shoes	
1072246	Pink Sneakers	
1072247	Hunting Boots	
1072248	Blue Basketball Shoes	
1072249	Orange Basketball Shoes	
1072250	Horoscope Shoes	
1072251	Pro-Cat Sticker	
1072252	Snowboard Boots	
1072253	Snowman Shoes	
1072254	Football Cleats(Home)	
1072255	Football Cleats(Away)	
1072256	Teddy Bear Shoes	
1072257	Puppy Slippers	
1072258	Kitty Slippers	
1072259	Chick Slippers	
1072260	Penguin Slippers	
1072261	Yellow Strap Shoes	
1072262	Black Strap Shoes	
1072263	Green Strap Shoes	
1072264	Silver Strap Shoes	
1072265	Blue Soccer Cleats	
1072266	Black Soccer Cleats	
1072267	Red Soccer Cleats	
1072268	Blue Elemental Shoes	
1072269	Red Hunter Shoes	
1072272	Black Garina Shoes	
1072273	Blue Dragon Boots	
1072274	Moon Bunny Paws	
1072275	Fonla's Slippers	
1072276	Booster Shoes	
1072277	Red Elf shoes	
1072278	Rudolph Slippers	
1072279	Super Booster Shoes	
1072280	Golden Shoes	
1072281	Sachiel Shoes	
1072282	Veamoth Shoes	
1072283	Janus Shoes	
1072284	Zhu Ba Jie Shoes	
1072322	Rollerskates	
1072323	Starry Slippers	
1072324	Piggy Slippers	
1072325	Red Slime Slippers	
1072326	Yellow Slime Slippers	
1072327	Tania En Fuego	
1072328	Mercury Lighning	
1072329	Flipped Blue High Top	
1072333	?????	
1072334	?????	
1072335	?????	
1072336	Soccer Kit	
1072337	Fluffy Slippers	
1072342	Bosshunter Greaves	
1072343	Bosshunter Boots	
1072344	Facestompers	
1072345	Bosshunter Greaves	
1072346	Bosshunter Boots	
1072347	Olive Green Kicks	
1072348	Elephant Slippers	
1070014	Veras Heels [m]	
1070015	Bunny Boots [m]	
1071024	Black Dress Shoes [f]	
1071025	Paris Wingtips [f]	
